_id,label,message
64b8f987a46019cfd17edd74,ham,K..k:)where are you?how did you performed?
64b8f987a46019cfd17edd75,ham,U can call me now...
64b8f987a46019cfd17edd76,ham,I am waiting machan. Call me once you free.
64b8f987a46019cfd17edd77,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
64b8f987a46019cfd17edd78,ham,I like you peoples very much:) but am very shy pa.
64b8f987a46019cfd17edd79,ham,Does not operate after  &lt;#&gt;  or what
64b8f987a46019cfd17edd7a,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
64b8f987a46019cfd17edd7b,ham,"Sorry, I'll call later"
64b8f987a46019cfd17edd7c,ham,K. Did you call me just now ah? 
64b8f987a46019cfd17edd7d,ham,Ok i am on the way to home hi hi
64b8f987a46019cfd17edd7e,ham,You will be in the place of that man
64b8f987a46019cfd17edd7f,ham,Yup next stop.
64b8f987a46019cfd17edd80,ham,"I call you later, don't have network. If urgnt, sms me."
64b8f987a46019cfd17edd81,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
64b8f987a46019cfd17edd82,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
64b8f987a46019cfd17edd83,ham,I'm really not up to it still tonight babe
64b8f987a46019cfd17edd84,ham,"Ela kano.,il download, come wen ur free.."
64b8f987a46019cfd17edd85,ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!
64b8f987a46019cfd17edd86,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
64b8f987a46019cfd17edd87,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
64b8f987a46019cfd17edd88,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
64b8f987a46019cfd17edd89,ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
64b8f987a46019cfd17edd8a,spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
64b8f987a46019cfd17edd8b,ham,Watching telugu movie..wat abt u?
64b8f987a46019cfd17edd8c,ham,i see. When we finish we have loads of loans to pay
64b8f987a46019cfd17edd8d,ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
64b8f987a46019cfd17edd8e,ham,I see a cup of coffee animation
64b8f987a46019cfd17edd8f,ham,Please don't text me anymore. I have nothing else to say.
64b8f987a46019cfd17edd90,ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
64b8f987a46019cfd17edd91,ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
64b8f987a46019cfd17edd92,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
64b8f987a46019cfd17edd93,ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
64b8f987a46019cfd17edd94,ham,Umma my life and vava umma love you lot dear
64b8f987a46019cfd17edd95,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
64b8f987a46019cfd17edd96,ham,"Aight, I'll hit you up when I get some cash"
64b8f987a46019cfd17edd97,ham,How would my ip address test that considering my computer isn't a minecraft server
64b8f987a46019cfd17edd98,ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
64b8f987a46019cfd17edd99,ham,Dont worry. I guess he's busy.
64b8f987a46019cfd17edd9a,ham,What is the plural of the noun research?
64b8f987a46019cfd17edd9b,ham,Going for dinner.msg you after.
64b8f987a46019cfd17edd9c,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
64b8f987a46019cfd17edd9d,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
64b8f987a46019cfd17edd9e,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
64b8f987a46019cfd17edd9f,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
64b8f987a46019cfd17edda0,spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
64b8f987a46019cfd17edda1,ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
64b8f987a46019cfd17edda2,ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
64b8f987a46019cfd17edda3,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
64b8f987a46019cfd17edda4,spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
64b8f987a46019cfd17edda5,ham,here is my new address -apples&pairs&all that malarky
64b8f987a46019cfd17edda6,spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
64b8f987a46019cfd17edda7,ham,I am going to sao mu today. Will be done only at 12 
64b8f987a46019cfd17edda8,ham,Ü predict wat time ü'll finish buying?
64b8f987a46019cfd17edda9,ham,"Good stuff, will do."
64b8f987a46019cfd17eddaa,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
64b8f987a46019cfd17eddab,ham,Are you there in room.
64b8f987a46019cfd17eddac,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
64b8f987a46019cfd17eddad,ham,K..k:)how much does it cost?
64b8f987a46019cfd17eddae,ham,I'm home.
64b8f987a46019cfd17eddaf,ham,"Dear, will call Tmorrow.pls accomodate."
64b8f987a46019cfd17eddb0,ham,First answer my question.
64b8f987a46019cfd17eddb1,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
64b8f987a46019cfd17eddb2,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
64b8f987a46019cfd17eddb3,ham,I only haf msn. It's yijue@hotmail.com
64b8f987a46019cfd17eddb4,ham,He is there. You call and meet him
64b8f987a46019cfd17eddb5,ham,No no. I will check all rooms befor activities
64b8f987a46019cfd17eddb6,spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
64b8f987a46019cfd17eddb7,ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
64b8f987a46019cfd17eddb8,ham,"K, text me when you're on the way"
64b8f987a46019cfd17eddb9,ham,"Sir, Waiting for your mail."
64b8f987a46019cfd17eddba,ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
64b8f987a46019cfd17eddbb,ham,I know you are. Can you pls open the back?
64b8f987a46019cfd17eddbc,ham,Yes see ya not on the dot
64b8f987a46019cfd17eddbd,ham,Whats the staff name who is taking class for us?
64b8f987a46019cfd17eddbe,spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
64b8f987a46019cfd17eddbf,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
64b8f987a46019cfd17eddc0,ham,K..i deleted my contact that why?
64b8f987a46019cfd17eddc1,ham,Sindu got job in birla soft ..
64b8f987a46019cfd17eddc2,ham,The wine is flowing and i'm i have nevering..
64b8f987a46019cfd17eddc3,ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
64b8f987a46019cfd17eddc4,ham,Ok... Ur typical reply...
64b8f987a46019cfd17eddc5,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
64b8f987a46019cfd17eddc6,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
64b8f987a46019cfd17eddc7,ham,Aaooooright are you at work?
64b8f987a46019cfd17eddc8,ham,I'm leaving my house now...
64b8f987a46019cfd17eddc9,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
64b8f987a46019cfd17eddca,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
64b8f987a46019cfd17eddcb,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
64b8f987a46019cfd17eddcc,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
64b8f987a46019cfd17eddcd,ham,New car and house for my parents.:)i have only new job in hand:)
64b8f987a46019cfd17eddce,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
64b8f987a46019cfd17eddcf,spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
64b8f987a46019cfd17eddd0,spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
64b8f987a46019cfd17eddd1,ham,I place all ur points on e cultures module already.
64b8f987a46019cfd17eddd2,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
64b8f987a46019cfd17eddd3,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
64b8f987a46019cfd17eddd4,ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
64b8f987a46019cfd17eddd5,ham,Yes :)it completely in out of form:)clark also utter waste.
64b8f987a46019cfd17eddd6,ham,"Sir, I need AXIS BANK account no and bank address."
64b8f987a46019cfd17eddd7,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
64b8f987a46019cfd17eddd8,ham,What time you coming down later? 
64b8f987a46019cfd17eddd9,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
64b8f987a46019cfd17eddda,ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
64b8f987a46019cfd17edddb,ham,Let me know when you've got the money so carlos can make the call
64b8f987a46019cfd17edddc,ham,U still going to the mall?
64b8f987a46019cfd17edddd,ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
64b8f987a46019cfd17eddde,ham,Text her. If she doesnt reply let me know so i can have her log in
64b8f987a46019cfd17edddf,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
64b8f987a46019cfd17edde0,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
64b8f987a46019cfd17edde1,ham,Lol no. U can trust me.
64b8f987a46019cfd17edde2,ham,ok. I am a gentleman and will treat you with dignity and respect.
64b8f987a46019cfd17edde3,ham,"He will, you guys close?"
64b8f987a46019cfd17edde4,ham,Going on nothing great.bye
64b8f987a46019cfd17edde5,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
64b8f987a46019cfd17edde6,ham,"Haha awesome, be there in a minute"
64b8f987a46019cfd17edde7,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
64b8f987a46019cfd17edde8,ham,Have you got Xmas radio times. If not i will get it now
64b8f987a46019cfd17edde9,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
64b8f987a46019cfd17eddea,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
64b8f987a46019cfd17eddeb,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
64b8f987a46019cfd17eddec,ham,Hi :)finally i completed the course:)
64b8f987a46019cfd17edded,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
64b8f987a46019cfd17eddee,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
64b8f987a46019cfd17eddef,ham,Gud mrng dear hav a nice day
64b8f987a46019cfd17eddf0,ham,Did u got that persons story
64b8f987a46019cfd17eddf1,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
64b8f987a46019cfd17eddf2,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
64b8f987a46019cfd17eddf3,ham,"Found it, ENC  &lt;#&gt; , where you at?"
64b8f987a46019cfd17eddf4,ham,I sent you  &lt;#&gt;  bucks
64b8f987a46019cfd17eddf5,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
64b8f987a46019cfd17eddf6,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
64b8f987a46019cfd17eddf7,ham,Goodmorning sleeping ga.
64b8f987a46019cfd17eddf8,ham,U call me alter at 11 ok.
64b8f987a46019cfd17eddf9,ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
64b8f987a46019cfd17eddfa,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
64b8f987a46019cfd17eddfb,ham,"Aight yo, dats straight dogg"
64b8f987a46019cfd17eddfc,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
64b8f987a46019cfd17eddfd,ham,Both :) i shoot big loads so get ready!
64b8f987a46019cfd17eddfe,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
64b8f987a46019cfd17eddff,ham,Home so we can always chat
64b8f987a46019cfd17ede00,ham,K:)k:)good:)study well.
64b8f987a46019cfd17ede01,ham,Yup... How ü noe leh...
64b8f987a46019cfd17ede02,ham,Sounds great! Are you home now?
64b8f987a46019cfd17ede03,ham,Finally the match heading towards draw as your prediction.
64b8f987a46019cfd17ede04,ham,Tired. I haven't slept well the past few nights.
64b8f987a46019cfd17ede05,ham,Easy ah?sen got selected means its good..
64b8f987a46019cfd17ede06,ham,I have to take exam with march 3
64b8f987a46019cfd17ede07,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
64b8f987a46019cfd17ede08,ham,Ok no prob. Take ur time.
64b8f987a46019cfd17ede09,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
64b8f987a46019cfd17ede0a,ham,"Sorry, I'll call later"
64b8f987a46019cfd17ede0b,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
64b8f987a46019cfd17ede0c,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
64b8f987a46019cfd17ede0d,ham,Would really appreciate if you call me. Just need someone to talk to.
64b8f987a46019cfd17ede0e,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
64b8f987a46019cfd17ede0f,ham,Hey company elama po mudyadhu.
64b8f987a46019cfd17ede10,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
64b8f987a46019cfd17ede11,ham,Dear good morning now only i am up
64b8f987a46019cfd17ede12,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
64b8f987a46019cfd17ede13,ham,Dear we are going to our rubber place
64b8f987a46019cfd17ede14,ham,"Sorry battery died, yeah I'm here"
64b8f987a46019cfd17ede15,ham,Yes:)here tv is always available in work place..
64b8f987a46019cfd17ede16,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
64b8f987a46019cfd17ede17,ham,I have printed it oh. So  &lt;#&gt;  come upstairs
64b8f987a46019cfd17ede18,ham,Or ill be a little closer like at the bus stop on the same street
64b8f987a46019cfd17ede19,ham,Where are you?when wil you reach here?
64b8f987a46019cfd17ede1a,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
64b8f987a46019cfd17ede1b,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
64b8f987a46019cfd17ede1c,ham,Tomarrow final hearing on my laptop case so i cant.
64b8f987a46019cfd17ede1d,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
64b8f987a46019cfd17ede1e,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
64b8f987a46019cfd17ede1f,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
64b8f987a46019cfd17ede20,ham,U don't remember that old commercial?
64b8f987a46019cfd17ede21,ham,Too late. I said i have the website. I didn't i have or dont have the slippers
64b8f987a46019cfd17ede22,ham,I asked you to call him now ok
64b8f987a46019cfd17ede23,ham,Kallis wont bat in 2nd innings.
64b8f987a46019cfd17ede24,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
64b8f987a46019cfd17ede25,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
64b8f987a46019cfd17ede26,ham,Ranjith cal drpd Deeraj and deepak 5min hold
64b8f987a46019cfd17ede27,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
64b8f987a46019cfd17ede28,ham,What you doing?how are you?
64b8f987a46019cfd17ede29,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
64b8f987a46019cfd17ede2a,ham,"I'm back, lemme know when you're ready"
64b8f987a46019cfd17ede2b,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
